Uniprot	Family	Domain	Repeat	Motif	Coiled-coil	Disordered
Q00578	1	2	0	0	0	0	3
P50874	1	1	0	0	0	0	2
P34756	3	1	0	0	0	0	4
P15891	0	2	0	0	0	0	2
Q07915	1	0	0	0	0	0	1
P53256	0	2	0	0	0	0	2
P48567	1	0	0	0	0	0	1
P40494	0	1	0	0	0	0	1
P07273	0	3	0	0	0	0	3
P14743	0	2	0	0	0	0	2
P28263	0	1	0	0	0	0	1
P32578	2	0	0	0	0	0	2
Q05958	1	1	0	0	0	0	2
P53267	1	0	0	0	0	0	1
P40341	2	1	0	0	0	0	3
P41277	0	1	0	0	0	0	1
P25582	2	1	0	0	0	0	3
P53941	0	1	0	0	0	0	1
Q12234	0	1	0	0	0	0	1
Q06512	1	0	0	0	0	0	1
P53125	2	1	0	0	0	0	3
P53739	0	1	0	0	0	0	1
P25554	0	1	0	0	0	0	1
P11075	2	2	0	0	0	0	4
P38713	1	1	0	0	0	0	2
P53729	0	2	0	0	0	0	2
Q99210	0	1	0	0	0	0	1
P13393	0	2	0	0	0	0	2
P16892	0	1	0	0	0	0	1
P40087	0	2	0	0	0	0	2
P38996	0	1	0	0	0	0	1
P16451	1	1	0	0	0	0	2
P53951	1	0	0	0	0	0	1
P32623	0	1	0	0	0	0	1
P32497	2	1	0	0	0	0	3
P38193	1	0	0	0	0	0	1
P34221	1	0	0	0	0	0	1
P33296	0	1	0	0	0	0	1
Q00955	2	4	0	0	0	0	6
Q06673	2	0	0	0	0	0	2
Q05359	0	1	0	0	0	0	1
P47104	1	0	0	0	0	0	1
Q12466	0	4	0	0	0	0	4
P07257	1	0	0	0	0	0	1
P20449	1	1	0	0	0	0	2
P38904	2	0	0	0	0	0	2
Q08269	2	0	0	0	0	0	2
Q06106	0	5	0	0	0	0	5
P38698	2	0	0	0	0	0	2
P42934	2	1	0	0	0	0	3
Q06245	1	0	0	0	0	0	1
Q03102	2	0	0	0	0	0	2
P40483	1	0	0	0	0	0	1
P35691	0	1	0	0	0	0	1
P40345	1	0	0	0	0	0	1
Q03020	1	0	0	0	0	0	1
P25491	0	3	0	0	0	0	3
Q12242	0	1	0	0	0	0	1
P53086	0	1	0	0	0	0	1
P36516	0	1	0	0	0	0	1
Q04632	1	0	0	0	0	0	1
Q12030	1	0	0	0	0	0	1
Q08096	0	2	0	0	0	0	2
P38164	1	0	0	0	0	0	1
P09959	0	0	2	0	0	0	2
Q05543	1	0	0	0	0	0	1
P25037	1	0	0	0	0	0	1
P38069	1	0	0	0	0	0	1
Q06440	0	1	4	0	0	0	5
Q08951	1	0	0	0	0	0	1
P21965	0	1	0	0	0	0	1
P35718	0	2	0	0	0	0	2
P40308	2	0	0	0	0	0	2
Q08732	0	1	0	0	0	0	1
Q03441	1	0	0	0	0	0	1
Q02804	0	1	0	0	0	0	1
P25808	1	2	0	0	0	0	3
P53252	1	0	0	0	0	0	1
P32897	1	0	0	0	0	0	1
P53131	1	3	0	0	0	0	4
Q12463	0	1	0	0	0	0	1
P36130	1	0	4	0	0	0	5
P00546	0	1	0	0	0	0	1
P25375	1	0	0	0	0	0	1
P14164	2	0	0	0	0	0	2
P38736	0	1	0	0	0	0	1
P32582	1	2	0	0	0	0	3
P39960	1	3	0	0	0	0	4
P53848	0	4	0	0	0	0	4
P29055	0	3	0	0	0	0	3
P53104	1	1	0	0	0	0	2
Q04636	0	3	0	0	0	0	3
P36120	1	2	0	0	0	0	3
P32500	1	0	0	0	0	0	1
P40335	1	0	0	0	0	0	1
Q12267	0	2	0	0	0	0	2
Q03201	1	0	0	0	0	0	1
P18962	1	1	0	0	0	0	2
P32642	0	2	0	0	0	0	2
Q06688	0	1	0	0	0	0	1
P17555	2	0	0	0	0	0	2
P36126	2	0	0	0	0	0	2
P32494	1	0	0	0	0	0	1
Q99316	0	1	0	0	0	0	1
Q08179	1	0	0	0	0	0	1
P40038	2	0	0	0	0	0	2
P53741	0	1	0	0	0	0	1
P53312	0	2	0	0	0	0	2
P32831	0	2	0	0	0	0	2
P34909	0	1	0	0	0	0	1
P50108	1	0	0	0	0	0	1
P38853	0	1	2	0	0	0	3
P53879	0	1	0	0	0	0	1
Q03337	1	0	0	0	0	0	1
P05030	1	2	0	0	0	0	3
P54003	1	0	0	0	0	0	1
Q05567	0	1	0	0	0	0	1
Q03264	0	1	0	0	0	0	1
P36037	0	2	4	0	0	0	6
P25651	1	0	0	0	0	0	1
Q12432	2	0	0	0	0	0	2
P29539	1	0	0	0	0	0	1
P11076	0	1	0	0	0	0	1
P36519	0	2	0	0	0	0	2
Q12199	1	0	0	0	0	0	1
P25333	0	1	0	0	0	0	1
P30624	1	0	0	0	0	0	1
P10614	0	1	0	0	0	0	1
P40468	5	0	0	0	0	0	5
P06785	0	1	0	0	0	0	1
P25574	1	0	0	0	0	0	1
P18961	1	1	0	0	0	0	2
P41832	1	2	0	0	0	0	3
Q08004	1	0	0	0	0	0	1
Q06631	1	1	0	0	0	0	2
P43565	0	3	0	0	0	0	3
P40505	1	0	0	0	0	0	1
P22354	0	1	0	0	0	0	1
P38221	1	0	0	0	0	0	1
Q06344	0	1	0	0	0	0	1
P32523	0	1	0	0	0	0	1
P32495	0	1	0	0	0	0	1
P32499	1	1	0	0	0	0	2
P39928	0	3	0	0	0	0	3
P53843	1	0	0	0	0	0	1
P51862	1	3	0	0	0	0	4
P47771	1	0	0	0	0	0	1
P27614	1	1	0	0	0	0	2
P25655	1	5	0	0	0	0	6
P54781	0	1	0	0	0	0	1
Q02785	3	3	0	0	0	0	6
P53155	1	0	0	0	0	0	1
P36015	1	1	0	0	0	0	2
Q06632	1	0	0	0	0	0	1
Q08959	1	0	0	0	0	0	1
P08964	0	1	0	0	0	0	1
P25371	1	1	0	0	0	0	2
P38225	1	0	0	0	0	0	1
P32806	1	0	0	0	0	0	1
P53331	1	0	0	0	0	0	1
P40075	0	1	0	0	0	0	1
Q08967	1	1	0	0	0	0	2
P21560	1	0	0	0	0	0	1
P38801	1	0	0	0	0	0	1
P10080	0	1	0	0	0	0	1
P38873	0	1	1	0	0	0	2
P48606	0	1	0	0	0	0	1
Q06407	0	2	0	0	0	0	2
Q04305	1	0	3	0	0	0	4
P24583	3	4	0	0	0	0	7
Q08686	0	2	0	0	0	0	2
P38911	0	1	0	0	0	0	1
P40053	1	0	0	0	0	0	1
P14693	1	0	0	0	0	0	1
P38749	1	0	0	0	0	0	1
P38814	1	0	0	0	0	0	1
Q04969	1	0	0	0	0	0	1
P53622	2	0	5	0	0	0	7
Q12298	0	2	0	0	0	0	2
P13586	2	2	0	0	0	0	4
P40970	0	1	0	0	0	0	1
Q02784	0	1	0	0	0	0	1
P42838	1	0	0	0	0	0	1
P53128	0	1	0	0	0	0	1
P53206	1	0	0	0	0	0	1
P39704	0	1	0	0	0	0	1
P40825	2	1	0	0	0	0	3
P53927	0	1	0	0	0	0	1
P53550	0	2	0	0	0	0	2
Q04432	0	1	0	0	0	0	1
P36106	0	3	0	0	0	0	3
Q12166	0	2	0	0	0	0	2
P25376	1	0	0	0	0	0	1
Q3E705	1	0	0	0	0	0	1
Q03897	0	1	0	0	0	0	1
P20107	1	0	0	0	0	0	1
P38889	0	2	0	0	0	0	2
P32419	1	1	0	0	0	0	2
P43555	0	1	0	0	0	0	1
P05986	0	1	0	0	0	0	1
Q08235	0	1	0	0	0	0	1
P38289	1	0	0	0	0	0	1
P43321	0	1	0	0	0	0	1
P53313	1	1	0	0	0	0	2
P38113	1	1	0	0	0	0	2
P53163	0	2	0	0	0	0	2
P22202	1	0	0	0	0	0	1
P40051	0	2	0	0	0	0	2
Q12004	0	1	0	0	0	0	1
P53946	2	0	0	0	0	0	2
P25343	0	1	0	0	0	0	1
P47912	1	0	0	0	0	0	1
P25441	1	0	0	0	0	0	1
Q03654	1	2	0	0	0	0	3
P20457	1	0	0	0	0	0	1
P43603	1	1	0	0	0	0	2
Q04545	0	1	0	0	0	0	1
P38793	1	0	0	0	0	0	1
P39985	1	0	0	0	0	0	1
P46990	0	1	0	0	0	0	1
P50105	1	0	0	0	0	0	1
P40453	1	0	0	0	0	0	1
P36114	1	0	0	0	0	0	1
P08432	0	2	0	0	0	0	2
P0C0T4	1	0	0	0	0	0	1
Q05580	0	1	0	0	0	0	1
P53388	1	0	0	0	0	0	1
P15454	0	1	0	0	0	0	1
P40581	1	0	0	0	0	0	1
Q12277	0	2	0	0	0	0	2
P32467	1	0	0	0	0	0	1
P09064	1	0	0	0	0	0	1
P33775	2	1	0	0	0	0	3
Q12321	0	1	0	0	0	0	1
P25043	1	1	0	0	0	0	2
Q05521	1	0	0	0	0	0	1
P32600	4	1	0	0	0	0	5
Q06554	2	1	0	0	0	0	3
P07258	0	2	0	0	0	0	2
P25360	1	1	0	0	0	0	2
P41697	1	0	0	0	0	0	1
P47170	1	1	0	0	0	0	2
P33399	0	2	0	0	0	0	2
Q06385	1	0	0	0	0	0	1
Q06630	1	0	0	0	0	0	1
P36024	1	0	0	0	0	0	1
P26754	0	2	0	0	0	0	2
P40540	1	0	0	0	0	0	1
P28007	0	1	0	0	0	0	1
Q03532	1	2	0	0	0	0	3
Q05791	1	0	0	0	0	0	1
P32775	0	3	0	0	0	0	3
P32476	1	0	0	0	0	0	1
P22136	1	0	0	0	0	0	1
P52893	0	1	0	0	0	0	1
P32461	1	0	0	0	0	0	1
P39013	3	0	0	0	0	0	3
P06786	3	2	0	0	0	0	5
P40079	1	0	0	0	0	0	1
P40416	1	1	0	0	0	0	2
Q01329	1	0	0	0	0	0	1
Q06142	0	1	1	0	0	0	2
Q06698	1	3	0	0	0	0	4
P38920	1	2	0	0	0	0	3
P35735	1	0	0	0	0	0	1
Q12018	1	1	0	0	0	0	2
P53874	1	0	0	0	0	0	1
P53829	1	0	0	0	0	0	1
Q12676	0	1	0	0	0	0	1
P39102	0	3	0	0	0	0	3
Q06623	0	1	0	0	0	0	1
P38753	0	2	0	0	0	0	2
P40477	1	0	0	0	0	0	1
Q12447	1	0	0	0	0	0	1
P35194	1	0	0	0	0	0	1
P50942	1	1	0	0	0	0	2
P15625	0	1	0	0	0	0	1
Q03246	0	1	0	0	0	0	1
P29478	1	0	0	0	0	0	1
P06105	0	7	0	0	0	0	7
P47103	0	1	1	0	0	0	2
P32787	1	0	0	0	0	0	1
Q12455	0	2	0	0	0	0	2
P40991	1	1	0	0	0	0	2
P53834	0	1	0	0	0	0	1
P32468	0	1	0	0	0	0	1
Q12034	0	1	0	0	0	0	1
P38999	1	1	0	0	0	0	2
P36004	0	1	0	0	0	0	1
P48231	0	4	0	0	0	0	4
P53241	1	0	0	0	0	0	1
P40959	0	1	0	0	0	0	1
P53599	0	1	0	0	0	0	1
P53397	1	1	0	0	0	0	2
P38129	1	1	6	0	0	0	8
Q12697	3	1	0	0	0	0	4
P23594	0	1	0	0	0	0	1
Q06217	0	1	0	0	0	0	1
P14681	0	1	0	0	0	0	1
P35169	4	1	0	0	0	0	5
P33338	1	1	0	0	0	0	2
P36520	1	0	0	0	0	0	1
P08524	0	1	0	0	0	0	1
P38439	1	0	0	0	0	0	1
P43612	1	0	0	0	0	0	1
Q12035	1	0	0	0	0	0	1
P38817	0	3	0	0	0	0	3
P20084	0	1	0	0	0	0	1
Q12451	1	1	1	0	0	0	3
Q02796	1	0	0	0	0	0	1
Q08230	0	1	0	0	0	0	1
P38623	0	1	0	0	0	0	1
P25618	1	0	0	0	0	0	1
P53615	0	1	0	0	0	0	1
Q04500	1	0	0	0	0	0	1
P37296	1	0	0	0	0	0	1
Q12263	0	2	0	0	0	0	2
Q01477	1	0	0	0	0	0	1
P53065	1	0	0	0	0	0	1
Q02908	2	1	0	0	0	0	3
P40064	0	2	0	0	0	0	2
Q03649	0	1	0	0	0	0	1
P53076	1	1	0	0	0	0	2
P38985	0	1	0	0	0	0	1
P53272	1	0	0	0	0	0	1
Q08920	0	1	0	0	0	0	1
P38297	0	1	0	0	0	0	1
P38629	0	2	0	0	0	0	2
P25638	0	1	0	0	0	0	1
P28319	0	0	1	0	0	0	1
P36068	1	0	0	0	0	0	1
P13856	0	1	0	0	0	0	1
P36165	2	0	0	0	0	0	2
P32629	1	0	0	0	0	0	1
P47077	0	0	4	0	0	0	4
P53949	0	1	0	0	0	0	1
P32893	1	0	0	0	0	0	1
Q05946	0	1	7	0	0	0	8
P53327	4	2	0	0	0	0	6
P36013	0	2	0	0	0	0	2
P40069	0	1	0	0	0	0	1
