Uniprot	Family	Domain	Repeat	Motif	Coiled-coil	Disordered
P50095	0	3	0	0	0	0	3
Q99219	1	0	0	0	0	0	1
P39965	0	1	0	0	0	0	1
Q12248	1	0	0	0	0	0	1
P39718	1	0	0	0	0	0	1
P53859	0	1	0	0	0	0	1
P21691	0	2	0	0	0	0	2
P50275	1	0	0	0	0	0	1
Q12051	0	1	0	0	0	0	1
P53727	1	0	0	0	0	0	1
P41816	0	1	0	0	0	0	1
P07280	1	0	0	0	0	0	1
P33327	0	1	0	0	0	0	1
Q12252	3	1	0	0	0	0	4
Q04660	0	1	3	0	0	0	4
Q04779	0	1	0	0	0	0	1
P32612	1	0	0	0	0	0	1
Q06137	0	2	0	0	0	0	2
P02381	1	0	0	0	0	0	1
Q04951	0	1	0	0	0	0	1
Q02204	0	1	0	0	0	0	1
P41806	0	1	0	0	0	0	1
Q06494	0	1	0	0	0	0	1
Q04689	1	0	0	0	0	0	1
P38146	0	1	0	0	0	0	1
Q07980	1	0	0	0	0	0	1
P0CE90	1	0	0	0	0	0	1
P40896	0	1	0	0	0	0	1
P23641	3	0	0	0	0	0	3
P05748	1	0	0	0	0	0	1
P18963	2	0	0	0	0	0	2
P48564	1	0	0	0	0	0	1
P41821	0	1	0	0	0	0	1
Q02771	1	0	0	0	0	0	1
P40350	1	0	0	0	0	0	1
Q07442	1	2	0	0	0	0	3
Q12024	0	1	4	0	0	0	5
P38692	0	1	0	0	0	0	1
Q03880	1	0	0	0	0	0	1
P33755	2	0	0	0	0	0	2
P38688	0	1	0	0	0	0	1
Q04013	3	0	0	0	0	0	3
P39684	0	3	0	0	0	0	3
Q12358	0	1	0	0	0	0	1
P46972	0	1	0	0	0	0	1
Q04235	1	0	0	0	0	0	1
P41812	1	1	0	0	0	0	2
P32598	1	1	0	0	0	0	2
P32353	1	0	0	0	0	0	1
P38778	1	0	0	0	0	0	1
P25588	1	0	0	0	0	0	1
P01098	1	0	0	0	0	0	1
P28320	1	0	0	0	0	0	1
Q03099	1	2	0	0	0	0	3
P53037	1	2	0	0	0	0	3
P38272	0	0	0	0	1	0	1
Q12196	1	0	0	0	0	0	1
P28274	0	2	0	0	0	0	2
P40543	1	0	0	0	0	0	1
Q03640	0	5	0	0	0	0	5
P53379	1	0	0	0	0	0	1
P23292	0	1	0	0	0	0	1
Q12485	1	0	0	0	0	0	1
Q02889	1	0	0	0	0	0	1
Q06078	0	1	1	0	0	0	2
P34244	0	1	0	0	0	0	1
P48236	1	0	0	0	0	0	1
Q12021	0	0	2	0	0	0	2
P53839	0	2	0	0	0	0	2
Q99382	1	0	0	0	0	0	1
Q12390	0	2	0	0	0	0	2
P40048	0	3	0	0	0	0	3
Q12428	1	0	0	0	0	0	1
Q08287	0	1	0	0	0	0	1
P40047	1	0	0	0	0	0	1
Q12692	1	1	0	0	0	0	2
P39990	0	1	0	0	0	0	1
P38112	1	1	0	0	0	0	2
P32849	2	2	0	0	0	0	4
P54072	1	0	0	0	0	0	1
Q08924	0	0	1	0	0	0	1
P32608	1	0	0	0	0	0	1
Q06651	0	2	0	0	0	0	2
P43591	0	1	0	0	0	0	1
P34164	2	0	0	0	0	0	2
P0CD99	1	0	0	0	0	0	1
Q08650	2	0	0	0	0	0	2
A0A0B7P3V8	0	1	0	0	0	0	1
P53068	1	0	0	0	0	0	1
Q08199	1	0	0	0	0	0	1
Q08220	0	2	0	0	0	0	2
Q02753	1	0	0	0	0	0	1
Q12407	1	0	0	0	0	0	1
Q04228	0	2	0	0	0	0	2
P38816	0	1	0	0	0	0	1
P39531	1	0	0	0	0	0	1
Q08687	1	0	0	0	0	0	1
Q05533	1	0	0	0	0	0	1
P47127	1	0	0	0	0	0	1
P38747	1	0	0	0	0	0	1
Q00381	0	1	0	0	0	0	1
P25036	0	2	0	0	0	0	2
Q12012	1	0	0	0	0	0	1
P30283	0	2	0	0	0	0	2
Q03921	1	0	0	0	0	0	1
P40580	0	1	0	0	0	0	1
P22224	1	0	0	0	0	0	1
P40319	1	0	0	0	0	0	1
P47177	0	1	0	0	0	0	1
P0CX87	1	0	0	0	0	0	1
P28003	0	1	0	0	0	0	1
P48360	0	1	0	0	0	0	1
P33754	1	0	0	0	0	0	1
P40070	0	1	0	0	0	0	1
P27514	1	2	0	0	0	0	3
Q02207	0	3	0	0	0	0	3
Q12383	1	2	0	0	0	0	3
P47088	1	0	0	0	0	0	1
Q06629	0	1	0	0	0	0	1
P11412	0	2	0	0	0	0	2
P39547	1	0	0	0	0	0	1
P40479	0	1	0	0	0	0	1
P38283	1	0	0	0	0	0	1
P40154	1	0	0	0	0	0	1
Q12253	1	0	0	0	0	0	1
Q04511	0	1	0	0	0	0	1
Q02630	10	0	0	0	0	0	10
P47163	1	0	0	0	0	0	1
P30620	0	1	0	0	0	0	1
P33122	0	1	0	0	0	0	1
P00549	1	1	0	0	0	0	2
Q07993	1	1	0	0	0	0	2
P07264	1	1	0	0	0	0	2
P46943	1	3	0	0	0	0	4
Q04301	1	0	0	0	0	0	1
Q03218	1	0	0	0	0	0	1
P21951	2	1	0	0	0	0	3
P52871	1	0	0	0	0	0	1
P0CX81	1	0	0	0	0	0	1
P53115	2	1	0	0	0	0	3
P25298	2	0	0	0	0	0	2
P29461	0	1	0	0	0	0	1
Q05024	0	2	0	0	0	0	2
P53250	0	2	0	0	0	0	2
P40029	1	0	0	0	0	0	1
P38854	1	0	0	0	0	0	1
P32875	1	1	0	0	0	0	2
Q07508	1	0	0	0	0	0	1
Q01532	1	0	0	0	0	0	1
P05150	0	2	0	0	0	0	2
P53080	0	0	0	1	0	0	1
Q06522	1	0	0	0	0	0	1
P40347	0	1	0	0	0	0	1
Q08952	0	1	0	0	0	0	1
P04807	0	2	0	0	0	0	2
P25591	1	0	0	0	0	0	1
Q06683	2	0	0	0	0	0	2
P16661	1	0	0	0	0	0	1
P32838	0	1	0	0	0	0	1
P27351	1	0	0	0	0	0	1
P43548	1	0	0	0	0	0	1
P07276	2	0	0	0	0	0	2
Q06188	0	1	0	0	0	0	1
P40532	1	0	0	0	0	0	1
P35177	0	1	0	0	0	0	1
P39933	0	5	0	0	0	0	5
Q12041	0	2	0	0	0	0	2
P38244	1	0	0	0	0	0	1
P47037	0	2	0	0	0	0	2
P40465	0	1	0	0	0	0	1
Q12334	1	0	0	0	0	0	1
P22204	0	1	0	0	0	0	1
P38523	1	0	0	0	0	0	1
P43607	0	1	0	0	0	0	1
P06704	0	2	0	0	0	0	2
P22216	2	1	0	0	0	0	3
P38360	1	2	0	0	0	0	3
P40152	0	1	0	0	0	0	1
P53540	1	0	0	0	0	0	1
P33893	0	2	0	0	0	0	2
Q02793	0	0	2	0	0	0	2
P53276	1	0	0	0	0	0	1
P39932	1	0	0	0	0	0	1
Q03175	1	0	0	0	0	0	1
P41920	1	0	0	0	0	0	1
P28789	0	2	0	0	0	0	2
P40208	0	1	0	0	0	0	1
P40958	0	1	0	0	0	0	1
Q03529	1	1	0	0	0	0	2
Q05787	0	0	2	0	0	0	2
P36016	1	0	0	0	0	0	1
P25639	1	1	0	0	0	0	2
P0CX80	1	0	0	0	0	0	1
Q08144	1	0	0	0	0	0	1
Q3E754	1	0	0	0	0	0	1
P03882	1	0	0	0	0	0	1
P23291	0	1	0	0	0	0	1
P47128	1	0	0	0	0	0	1
P0CX56	1	0	0	0	0	0	1
P38805	0	1	0	0	0	0	1
Q02821	2	0	8	0	0	0	10
Q04430	1	0	0	0	0	0	1
P38631	2	0	0	0	0	0	2
P10862	1	1	0	0	0	0	2
P39984	1	0	1	0	0	0	2
P10964	0	5	0	0	0	0	5
P32611	0	2	0	0	0	0	2
Q06677	0	1	0	0	0	0	1
P47124	1	0	0	0	0	0	1
P53955	0	1	0	0	0	0	1
P52892	0	1	0	0	0	0	1
Q03629	0	1	0	0	0	0	1
O60200	1	0	0	0	0	0	1
Q02648	1	0	0	0	0	0	1
P05740	0	1	0	0	0	0	1
P36096	0	1	0	0	0	0	1
Q03085	0	1	0	0	0	0	1
P40583	1	0	0	0	0	0	1
P53851	0	0	1	0	0	0	1
Q8TGJ1	1	0	0	0	0	0	1
P47176	0	1	0	0	0	0	1
P43557	1	0	0	0	0	0	1
Q04341	0	2	0	0	0	0	2
P38832	0	0	1	0	0	0	1
P36012	0	1	0	0	0	0	1
Q12139	0	1	0	0	0	0	1
P38843	1	0	0	0	0	0	1
P39954	0	3	0	0	0	0	3
P38336	1	0	0	0	0	0	1
P38176	1	0	0	0	0	0	1
Q08908	1	2	0	0	0	0	3
Q06410	1	0	0	0	0	0	1
Q02873	1	0	0	0	0	0	1
Q02767	1	0	0	0	0	0	1
P53203	1	0	0	0	0	0	1
P17261	0	0	2	0	0	0	2
P0CX29	1	0	0	0	0	0	1
Q06390	0	1	0	0	0	0	1
P33416	0	3	0	0	0	0	3
Q05785	0	1	0	0	0	0	1
P41810	1	2	0	0	0	0	3
Q06451	1	0	0	0	0	0	1
P28791	1	0	0	0	0	0	1
P40367	1	0	0	0	0	0	1
P06245	0	1	0	0	0	0	1
P39940	0	5	0	0	0	0	5
P69771	1	0	0	0	0	0	1
Q08977	3	0	0	0	0	0	3
P38712	1	1	0	0	0	0	2
P32800	1	0	0	0	0	0	1
P53338	0	2	0	0	0	0	2
P50896	1	0	0	0	0	0	1
P38262	0	1	3	0	0	0	4
P53145	1	0	0	0	0	0	1
Q99186	1	0	0	0	0	0	1
P38144	2	2	0	0	0	0	4
P32471	0	2	0	0	0	0	2
Q12335	0	1	0	0	0	0	1
Q92316	1	0	0	0	0	0	1
Q02733	1	2	0	0	0	0	3
Q08234	2	2	0	0	0	0	4
Q03983	1	0	0	0	0	0	1
Q03770	1	0	0	0	0	0	1
P06777	0	1	0	0	0	0	1
P39944	1	1	0	0	0	0	2
Q08193	0	1	0	0	0	0	1
P53878	0	1	0	0	0	0	1
P53845	1	0	0	0	0	0	1
P23900	1	0	0	0	0	0	1
P53867	1	0	0	0	0	0	1
P53630	0	1	0	0	0	0	1
P53299	0	1	0	0	0	0	1
P05756	0	2	0	0	0	0	2
P50077	4	0	0	0	0	0	4
P40083	0	1	0	0	0	0	1
P53198	0	1	0	0	0	0	1
P38798	4	0	0	0	0	0	4
P46999	0	0	4	0	0	0	4
P20433	1	0	0	0	0	0	1
Q04299	0	1	0	0	0	0	1
P47076	1	0	0	0	0	0	1
P40544	2	0	0	0	0	0	2
P38630	1	2	0	0	0	0	3
P38691	0	1	0	0	0	0	1
P31116	0	2	0	0	0	0	2
P25596	1	0	0	0	0	0	1
P53847	0	2	0	0	0	0	2
Q01454	1	0	0	0	0	0	1
P31244	2	1	0	0	0	0	3
P25354	1	0	0	0	0	0	1
P14680	0	1	0	0	0	0	1
P07248	0	2	0	0	0	0	2
P38994	1	0	0	0	0	0	1
Q12179	1	0	0	0	0	0	1
P25299	0	2	0	0	0	0	2
P25270	1	1	0	0	0	0	2
P0CX40	1	0	0	0	0	0	1
P20484	0	0	4	0	0	0	4
P0CE87	1	0	0	0	0	0	1
P40553	0	1	0	0	0	0	1
P53968	0	2	0	0	0	0	2
Q12159	0	1	0	0	0	0	1
P05375	1	0	0	0	0	0	1
P36101	0	1	0	0	0	0	1
P53184	1	0	0	0	0	0	1
Q01976	0	1	0	0	0	0	1
P38200	1	0	0	0	0	0	1
Q08579	1	0	0	0	0	0	1
Q04601	0	1	0	0	0	0	1
P11353	1	0	0	0	0	0	1
P07271	2	0	0	0	0	0	2
P47140	0	1	0	0	0	0	1
P0CX13	2	0	0	0	0	0	2
P32288	0	2	0	0	0	0	2
P38251	0	1	0	0	0	0	1
P25576	0	1	0	0	0	0	1
P32317	1	0	0	0	0	0	1
P89105	0	0	1	0	0	0	1
P13712	1	0	2	0	0	0	3
Q02201	1	0	0	0	0	0	1
Q01802	0	1	0	0	0	0	1
P37262	0	1	0	0	0	0	1
Q06668	0	1	0	0	0	0	1
P40356	1	0	0	0	0	0	1
P32571	1	1	0	0	0	0	2
Q04894	1	1	0	0	0	0	2
P26263	0	3	0	0	0	0	3
P13433	1	1	0	0	0	0	2
P10664	1	1	0	0	0	0	2
P36154	1	0	0	0	0	0	1
P38625	0	3	0	0	0	0	3
P53972	1	0	0	0	0	0	1
Q06089	0	1	0	0	0	0	1
P29704	0	1	0	0	0	0	1
P39516	1	0	0	0	0	0	1
P22336	1	3	0	0	0	0	4
P33311	1	1	0	0	0	0	2
Q04418	2	0	0	0	0	0	2
P38830	1	0	0	0	0	0	1
Q02931	0	0	1	0	0	0	1
P08536	0	2	0	0	0	0	2
Q12003	0	1	0	0	0	0	1
P32525	0	2	0	0	0	0	2
P47173	1	1	0	0	0	0	2
P0CX53	0	2	0	0	0	0	2
P05317	2	0	0	0	0	0	2
Q12109	1	0	0	0	0	0	1
P33750	1	0	4	0	0	0	5
P00924	0	2	0	0	0	0	2
P53218	1	0	0	0	0	0	1
P38170	1	0	0	0	0	0	1
Q04562	1	0	0	0	0	0	1
Q05930	0	1	0	0	0	0	1
P34230	1	1	0	0	0	0	2
P09620	0	1	0	0	0	0	1
Q12460	1	1	0	0	0	0	2
Q07379	1	0	0	0	0	0	1
P43588	2	0	0	0	0	0	2
P21372	1	1	0	0	0	0	2
P39981	1	0	0	0	0	0	1
P22276	1	6	0	0	0	0	7
P32804	1	0	0	0	0	0	1
P40969	0	2	0	0	0	0	2
Q06090	0	1	0	0	0	0	1
P15790	0	1	0	0	0	0	1
P38797	1	0	0	0	0	0	1
Q05123	1	0	0	0	0	0	1
Q05900	0	1	0	0	0	0	1
P53114	1	0	0	0	0	0	1
P33201	1	0	0	0	0	0	1
Q04638	0	2	0	0	0	0	2
P40988	2	0	0	0	0	0	2
Q06506	0	0	1	0	0	0	1
P32617	0	1	0	0	0	0	1
P38153	1	0	0	0	0	0	1
P39079	1	0	0	0	0	0	1
P50264	0	1	0	0	0	0	1
P49167	1	0	0	0	0	0	1
P21524	1	2	0	0	0	0	3
P32607	0	1	0	0	0	0	1
Q08649	2	0	0	0	0	0	2
P50076	1	0	0	0	0	0	1
P21595	0	1	0	0	0	0	1
P38293	1	0	0	0	0	0	1
P18411	1	0	0	0	0	0	1
P04840	1	0	0	0	0	0	1
P43601	0	0	2	0	0	0	2
Q06815	1	0	0	0	0	0	1
P38128	0	1	0	0	0	0	1
P47068	0	1	0	0	0	0	1
P38427	2	0	0	0	0	0	2
P17649	0	1	0	0	0	0	1
P39987	1	0	0	0	0	0	1
Q99257	0	1	0	0	0	0	1
P0CE68	2	1	0	0	0	0	3
Q03655	0	1	0	0	0	0	1
P17065	1	0	0	0	0	0	1
P0CX21	1	2	0	0	0	0	3
P19812	1	0	0	0	0	0	1
Q03081	0	2	0	0	0	0	2
P38862	0	2	0	0	0	0	2
P06773	1	0	0	0	0	0	1
P32486	1	0	0	0	0	0	1
Q04223	0	1	0	0	0	0	1
P40975	1	0	0	0	0	0	1
P36163	0	1	0	0	0	0	1
P53865	1	0	0	0	0	0	1
P32656	1	0	0	0	0	0	1
P38899	0	1	0	0	0	0	1
P48589	0	1	0	0	0	0	1
Q06287	1	0	0	0	0	0	1
P40086	1	0	0	0	0	0	1
Q12341	1	1	0	0	0	0	2
P35183	0	2	0	0	0	0	2
Q03652	0	2	0	0	0	0	2
P05738	0	2	0	0	0	0	2
P0C2H8	1	0	0	0	0	0	1
Q02199	4	0	0	0	0	0	4
P0CH09	1	1	0	0	0	0	2
P41901	0	1	0	0	0	0	1
P53120	2	0	0	0	0	0	2
Q01649	0	1	0	0	0	0	1
Q03713	1	0	0	0	0	0	1
Q03759	1	0	0	0	0	0	1
P40105	1	1	0	0	0	0	2
P48235	1	0	0	0	0	0	1
Q07660	2	0	0	0	0	0	2
Q06135	0	2	0	0	0	0	2
P21954	0	1	0	0	0	0	1
P30822	1	2	0	0	0	0	3
P40354	1	0	0	0	0	0	1
Q06702	1	0	0	0	0	0	1
Q12013	1	0	1	0	0	0	2
P39521	1	1	0	0	0	0	2
P40002	1	0	0	0	0	0	1
P39540	1	0	0	0	0	0	1
P25644	2	0	0	0	0	0	2
P0CF35	0	1	0	0	0	0	1
Q06252	0	1	0	0	0	0	1
Q07688	1	0	0	0	0	0	1
P0CD91	1	0	0	0	0	0	1
Q03833	1	1	0	0	0	0	2
Q03338	0	2	0	0	0	0	2
Q01662	0	2	0	0	0	0	2
P41909	1	1	0	0	0	0	2
P28273	3	0	0	0	0	0	3
P40446	1	0	0	0	0	0	1
P53204	0	1	0	0	0	0	1
P46950	1	0	0	0	0	0	1
P53330	1	0	0	0	0	0	1
Q12220	1	0	7	0	0	0	8
P37370	2	0	0	0	0	0	2
Q12476	0	3	0	0	0	0	3
Q12178	1	0	0	0	0	0	1
P40889	1	1	0	0	0	0	2
P33751	1	0	0	0	0	0	1
P38863	1	0	0	0	0	0	1
P03873	1	1	0	0	0	0	2
Q03956	1	0	0	0	0	0	1
P35196	1	0	0	0	0	0	1
Q04921	0	1	0	0	0	0	1
Q08904	0	2	0	0	0	0	2
Q08219	1	0	0	0	0	0	1
P35724	2	0	0	0	0	0	2
P21306	1	0	0	0	0	0	1
Q03079	1	0	0	0	0	0	1
P50087	1	0	0	0	0	0	1
P40986	0	1	0	0	0	0	1
P36052	1	0	0	0	0	0	1
P32562	2	1	0	0	0	0	3
P36108	1	0	0	0	0	0	1
P53228	0	1	0	0	0	0	1
Q06116	2	3	0	0	0	0	5
P38063	0	2	0	0	0	0	2
P69851	1	0	0	0	0	0	1
P38740	1	0	0	0	0	0	1
O13556	0	1	0	0	0	0	1
P47074	0	2	0	0	0	0	2
Q04067	1	1	0	0	0	0	2
Q02933	0	1	0	0	0	0	1
P53183	1	0	0	0	0	0	1
P38970	0	1	0	0	0	0	1
P32387	1	0	0	0	0	0	1
P53744	1	0	0	0	0	0	1
P51998	1	0	0	0	0	0	1
Q12176	1	0	0	0	0	0	1
P46964	1	0	0	0	0	0	1
P39721	0	1	0	0	0	0	1
Q04116	0	1	0	0	0	0	1
P39077	1	0	0	0	0	0	1
Q06817	0	2	0	0	0	0	2
Q08747	0	2	0	0	0	0	2
P47190	2	1	0	0	0	0	3
P38374	1	0	0	0	0	0	1
Q6Q5H1	1	0	0	0	0	0	1
P53933	1	0	0	0	0	0	1
P53863	1	1	0	0	0	0	2
Q99288	0	1	0	0	0	0	1
P12683	3	0	0	0	0	0	3
Q12133	1	0	0	0	0	0	1
P0C0V8	1	0	0	0	0	0	1
P43571	1	0	0	0	0	0	1
P32785	0	1	0	0	0	0	1
P16120	1	1	0	0	0	0	2
P32325	1	1	0	0	0	0	2
P47160	0	1	0	0	0	0	1
P0CE85	1	0	0	0	0	0	1
P16140	0	2	0	0	0	0	2
P38913	1	0	0	0	0	0	1
P38693	1	0	0	0	0	0	1
P38339	0	1	0	0	0	0	1
P39992	0	1	0	0	0	0	1
Q06672	1	0	0	0	0	0	1
P47185	1	0	0	0	0	0	1
P22289	1	0	0	0	0	0	1
P53215	0	2	0	0	0	0	2
P36164	1	0	0	0	0	0	1
P53094	0	0	1	0	0	0	1
P05749	1	0	0	0	0	0	1
Q12116	1	0	0	0	0	0	1
P35187	2	3	0	0	0	0	5
P38207	0	2	0	0	0	0	2
P38079	0	1	0	0	0	0	1
P40492	0	1	0	0	0	0	1
Q99380	1	0	0	0	0	0	1
Q08746	1	0	0	0	0	0	1
Q08581	1	0	0	0	0	0	1
Q04338	1	1	0	0	0	0	2
P38902	0	1	0	0	0	0	1
P39722	2	2	0	0	0	0	4
Q04172	1	0	0	0	0	0	1
Q03557	1	0	0	0	0	0	1
P28627	0	1	0	0	0	0	1
P32901	1	0	0	0	0	0	1
P53166	1	1	0	0	0	0	2
Q12315	1	0	0	0	0	0	1
Q07560	1	0	0	0	0	0	1
Q12322	1	0	0	0	0	0	1
Q12517	2	0	0	0	0	0	2
Q99369	0	1	0	0	0	0	1
Q05788	0	1	0	0	0	0	1
P21538	0	2	0	0	0	0	2
P53688	1	0	0	0	0	0	1
P47008	0	1	0	0	0	0	1
P40457	1	0	0	0	0	0	1
P61829	1	0	0	0	0	0	1
P32839	0	2	0	0	0	0	2
P53723	1	0	0	0	0	0	1
P40566	0	1	0	0	0	0	1
P53062	1	0	0	0	0	0	1
Q03697	1	0	0	0	0	0	1
Q12445	0	1	0	0	0	0	1
P40556	3	0	0	0	0	0	3
P48510	0	2	0	0	0	0	2
P38132	0	3	0	0	0	0	3
Q06667	1	0	0	0	0	0	1
Q06321	2	2	0	0	0	0	4
Q04835	2	0	0	0	0	0	2
P32567	1	1	0	0	0	0	2
P38337	1	0	0	0	0	0	1
P43596	1	0	0	0	0	0	1
P32477	1	0	0	0	0	0	1
P36166	0	1	0	0	0	0	1
P39533	1	1	0	0	0	0	2
Q12124	1	0	0	0	0	0	1
P38151	0	3	0	0	0	0	3
P10507	1	1	0	0	0	0	2
P53210	1	0	0	0	0	0	1
P53344	2	0	0	0	0	0	2
P38197	0	1	0	0	0	0	1
P38836	0	1	0	0	0	0	1
P38298	1	0	0	0	0	0	1
P25359	0	1	0	0	0	0	1
P40466	1	1	0	0	0	0	2
P38792	0	2	0	0	0	0	2
P40475	1	0	0	0	0	0	1
P18496	1	0	0	0	0	0	1
Q08492	1	0	0	0	0	0	1
P48581	1	0	0	0	0	0	1
P38800	2	1	0	0	0	0	3
Q04491	0	0	2	0	0	0	2
P00431	0	1	0	0	0	0	1
P0CY13	0	1	0	0	0	0	1
P40217	0	0	3	0	0	0	3
Q12754	0	1	0	0	0	0	1
P53295	3	0	0	0	0	0	3
P00830	0	2	0	0	0	0	2
Q12078	1	0	0	0	0	0	1
Q06608	0	1	0	0	0	0	1
P32447	1	0	0	0	0	0	1
P47015	1	0	0	0	0	0	1
P07806	1	1	0	0	0	0	2
P38626	0	2	0	0	0	0	2
P32354	0	1	0	0	0	0	1
P53857	0	1	0	0	0	0	1
P36051	2	0	0	0	0	0	2
Q12112	2	1	0	0	0	0	3
P40484	1	0	0	0	0	0	1
P53830	0	1	0	0	0	0	1
P40579	0	1	0	0	0	0	1
Q04231	1	0	0	0	0	0	1
P34223	0	3	0	0	0	0	3
P81451	1	0	0	0	0	0	1
P39016	0	0	7	0	0	0	7
P52489	1	1	0	0	0	0	2
P53754	1	0	0	0	0	0	1
P36131	1	0	0	0	0	0	1
P38745	1	0	0	0	0	0	1
P53277	0	1	0	0	0	0	1
P38803	1	0	0	0	0	0	1
P15700	0	1	0	0	0	0	1
P52920	1	0	0	0	0	0	1
Q03151	1	0	0	0	0	0	1
Q04121	1	0	0	0	0	0	1
P39015	1	0	0	0	0	0	1
P53179	0	2	0	0	0	0	2
P36007	1	0	0	0	0	0	1
P26725	1	0	0	0	0	0	1
P39731	1	0	0	0	0	0	1
P53142	1	0	0	0	0	0	1
P36123	1	0	0	0	0	0	1
Q3E7B6	1	0	0	0	0	0	1
Q08979	1	2	1	0	0	0	4
Q6Q595	0	1	0	0	0	0	1
P40078	1	0	0	0	0	0	1
Q06213	1	0	0	0	0	0	1
Q05549	2	1	0	0	0	0	3
P53758	1	0	0	0	0	0	1
Q02260	0	1	0	0	0	0	1
P25336	0	5	0	0	0	0	5
P0CE91	1	0	0	0	0	0	1
Q99177	1	0	0	0	0	0	1
P40501	1	0	0	0	0	0	1
P39009	1	1	0	0	0	0	2
Q04600	0	2	0	0	0	0	2
P0CE89	1	0	0	0	0	0	1
P47061	1	1	0	0	0	0	2
Q02574	1	0	0	0	0	0	1
P06781	0	1	0	0	0	0	1
P07283	1	0	0	0	0	0	1
Q12039	0	3	0	0	0	0	3
Q05854	0	2	0	0	0	0	2
P50873	0	1	0	0	0	0	1
P38260	1	0	0	0	0	0	1
Q12157	1	0	0	0	0	0	1
P34243	0	2	0	0	0	0	2
P47116	0	1	0	0	0	0	1
P38295	0	1	0	0	0	0	1
Q12246	1	0	0	0	0	0	1
P42837	1	0	0	0	0	0	1
Q06593	1	0	0	0	0	0	1
Q04062	0	1	0	0	0	0	1
P36117	0	1	0	0	0	0	1
P33767	1	0	0	0	0	0	1
Q02629	8	0	0	0	0	0	8
P80210	0	1	0	0	0	0	1
P37263	0	1	0	0	0	0	1
P20095	1	3	0	0	0	0	4
P17255	1	5	0	0	0	0	6
P32379	0	2	0	0	0	0	2
Q04377	1	0	0	0	0	0	1
P38317	1	0	0	0	0	0	1
Q08213	0	1	0	0	0	0	1
P40151	1	2	0	0	0	0	3
P38346	0	1	0	0	0	0	1
Q05468	1	0	0	0	0	0	1
Q12442	1	0	0	0	0	0	1
Q12052	1	0	0	0	0	0	1
Q07872	0	1	0	0	0	0	1
P25693	0	1	0	0	0	0	1
P38271	0	1	0	0	0	0	1
P13186	0	2	0	0	0	0	2
P32502	1	0	0	0	0	0	1
Q12329	1	0	0	0	0	0	1
Q02642	1	0	0	0	0	0	1
P38255	1	0	0	0	0	0	1
P53057	1	0	0	0	0	0	1
P10962	2	0	0	0	0	0	2
P20967	3	1	0	0	0	0	4
P39924	1	0	0	0	0	0	1
Q04767	0	1	0	0	0	0	1
P40450	1	0	0	0	0	0	1
P39549	1	0	0	0	0	0	1
P40215	0	1	0	0	0	0	1
Q12462	1	0	0	0	0	0	1
P40344	0	3	0	0	0	0	3
P53066	0	0	1	0	0	0	1
P25602	1	0	0	0	0	0	1
P28519	0	1	0	0	0	0	1
P32634	0	0	1	0	0	0	1
P48239	0	2	0	0	0	0	2
P38953	0	1	0	0	0	0	1
Q00723	1	0	0	0	0	0	1
P25390	0	1	0	0	0	0	1
P54199	0	1	0	0	0	0	1
Q12424	2	0	0	0	0	0	2
Q02100	1	1	0	0	0	0	2
Q3E841	1	0	0	0	0	0	1
P38716	0	1	0	0	0	0	1
P0CE11	1	0	0	0	0	0	1
Q08966	1	0	0	0	0	0	1
P11325	2	1	0	0	0	0	3
P53959	0	1	0	0	0	0	1
P38250	1	0	0	0	0	0	1
Q06315	0	1	0	0	0	0	1
P34216	1	1	0	0	0	0	2
P09624	0	2	0	0	0	0	2
P41895	1	0	0	0	0	0	1
P54787	2	0	0	0	0	0	2
Q06053	2	0	0	0	0	0	2
Q8TGJ3	1	0	0	0	0	0	1
P53137	1	0	0	0	0	0	1
P14741	1	0	0	0	0	0	1
P32892	1	1	0	0	0	0	2
P19524	1	1	0	0	0	0	2
P28000	0	1	0	0	0	0	1
P38328	0	0	2	0	0	0	2
Q02883	0	1	0	0	0	0	1
Q01519	0	1	0	0	0	0	1
P47079	1	0	0	0	0	0	1
P40008	1	0	0	0	0	0	1
P0CX62	1	0	0	0	0	0	1
Q03494	2	2	0	0	0	0	4
P32465	1	0	0	0	0	0	1
Q03758	2	0	0	0	0	0	2
Q12091	0	1	0	0	0	0	1
Q12055	0	1	0	0	0	0	1
Q02792	1	0	0	0	0	0	1
P25454	0	2	0	0	0	0	2
P02293	0	1	0	0	0	0	1
P33334	0	7	0	0	0	0	7
Q99188	0	1	0	0	0	0	1
P31374	0	1	0	0	0	0	1
P36059	1	0	0	0	0	0	1
P15624	0	2	0	0	0	0	2
Q12481	1	0	0	0	0	0	1
P11745	0	0	2	0	0	0	2
P38776	1	0	0	0	0	0	1
P37297	2	0	0	0	0	0	2
P38181	0	2	0	0	0	0	2
Q12438	0	1	0	0	0	0	1
P39103	1	0	0	0	0	0	1
P23180	0	1	0	0	0	0	1
P40445	1	0	0	0	0	0	1
P17106	0	1	0	0	0	0	1
O14467	1	1	0	0	0	0	2
Q01389	0	1	0	0	0	0	1
P0CH08	1	1	0	0	0	0	2
P38301	2	0	0	0	0	0	2
P38111	3	1	0	0	0	0	4
P15380	1	0	0	0	0	0	1
P32349	1	1	0	0	0	0	2
P17536	0	0	0	0	2	0	2
P38191	0	1	0	0	0	0	1
P34078	1	0	0	0	0	0	1
P31755	1	0	0	0	0	0	1
P33300	1	0	0	0	0	0	1
Q06697	0	1	0	0	0	0	1
